School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,University of Toronto,MIE 221H1,MANUFACTURING ENGINEERING,ENGR 2710,GEN MANUFACTURING PROC,3.0
CANADA,University of Toronto,MIE 221H1,MANUFACTURING ENGINEERING,ENGR 2710,GEN MANUFACTURING PROC,3.0
MEXICO,Instituto Tecnologico de Monte,M 2024,MANUFACTURING PROCESSES,ENGR 2710,GEN MANUFACTURING PROC,3.0
Massachusetts,Worcester Polytechnic,ME 1800,MATLS SLECTION AND MAN PROC,ENGR 2710,GEN MANUFACTURING PROC,3.0
New York,Mohawk Valley C C,MT 141,MACHINING FUNDAMENTALS,ENGR 2710,GEN MANUFACTURING PROC,3.0
New York,Mohawk Valley C C,MT 207,COMPUTER AIDED MFTG,ENGR 2710,GEN MANUFACTURING PROC,3.0
New York,Onondaga Cmty Coll,MET 171,MANUFACTRNG PROCESSE,ENGR 2710,GEN MANUFACTURING PROC,3.0
New York,Rochester Inst of Technology,"0617 220
AND 0617 420","MANUFACTURING PROCESSES I
AND MANUFACTURING PROCESSES II",ENGR 2710,GEN MANUFACTURING PROC,3.0
Ohio,Cleveland State Univ,IME 250,MATL PROCESSING/METROLOGY,ENGR 2710,GEN MANUFACTURING PROC,3.0
SINGAPORE,Nanyang Tech. Univ.,MA 2004,MANUFACTURING PROCESSES,ENGR 2710,GEN MANUFACTURING PROC,3.0
SINGAPORE,Nanyang Tech. Univ.,MA 4845,MANUFACTURING AUTOMATION,ENGR 2710,GEN MANUFACTURING PROC,3.0
SINGAPORE,Nanyang Tech. Univ.,MP 4F02,MANUFACTURING SYS AND AUTO,ENGR 2710,GEN MANUFACTURING PROC,3.0
SOUTH KOREA,Seoul Natl Univ.,ENGR 06,INTRODUCTION TO MANUFACTURING,ENGR 2710,GEN MANUFACTURING PROC,3.0
Tennessee,Pellissippi State Comm.Coll.,MET 1012,MATLS & MANUFACTURING PROCESSE,ENGR 2710,GEN MANUFACTURING PROC,3.0
Virginia,Virginia Tech,ISE 2204,MANUFACTURING PROCESSES,ENGR 2710,GEN MANUFACTURING PROC,3.0
