School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of New South Wales,COMP 3231,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,4.0
CHINA,Dalian Univ. of Tech.,DU 102101,PRINC OF OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,4.0
CHINA,Southwest Jiaotong University,"CSCI 6
AND CSCI 8","OPERATING SYSTEMS
AND OPERATING SYSTEM EXPERIMENT",CSCI 4210,OPERATING SYSTEMS,4.0
DENMARK,Technical Univ. of Denmark,02159 02159,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
Florida,Florida Atlantic Unv,COP 4610,COMPUTER OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
HONG KONG,Hong Kong Univ. of Sci & Tech.,COMP 3511,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
Massachusetts,Boston University,CS 575,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,4.0
New Hampshire,U New Hmpshr Manches,CS 620,OPERATING SYS. FUND,CSCI 4210,OPERATING SYSTEMS,4.0
New Jersey,County Coll Morris,CMP 246,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
New York,College of Saint Rose,CIS 432,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
New York,SUNY Albany,CSI 400,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
New York,SUNY Inst. of Tech Utica/Rome,CS 330,OPERATING SYSTEMS & NETWORKING,CSCI 4210,OPERATING SYSTEMS,4.0
SINGAPORE,Nanyang Tech. Univ.,CE 2005,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
SINGAPORE,Nanyang Tech. Univ.,CPE 205,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,4.0
SINGAPORE,Nanyang Tech. Univ.,CSC 205,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,4.0
SINGAPORE,Nanyang Tech. Univ.,CZ 2005,OPERATING SYSTEMS,CSCI 4210,OPERATING SYSTEMS,3.0
