School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
CANADA,McGill University,MECH ENG 305-260A,MACHINE TOOL LAB,ENGR 1300,ENGR PROCESSES,1.0
CANADA,McGill University,MECH ENG 305-260A,MACHINE TOOL LAB,ENGR 1300,ENGR PROCESSES,1.0
CHINA,China Agricultural University,ENGR 4,METALS TECHNOLOGY PRAC A,ENGR 1300,ENGR PROCESSES,1.0
CHINA,China Univ. of Petroleum E.C.,ENGR 2,METALWORKING PRACTICE,ENGR 1300,ENGR PROCESSES,1.0
CHINA,Chongqing Univ. of Technology,ENGR 6,METALWORKING PRACTICE,ENGR 1300,ENGR PROCESSES,1.0
CHINA,East China Univ. of Sci & Tech,ENGR 02,ENGINEERING BASIC MANUF SKILL,"ENGR 1000
AND ENGR 1300","GENERAL ENGINEERING ELECTIVE
AND ENGR PROCESSES","1.0
AND 1.0"
CHINA,East China Univ. of Sci & Tech,MANU 02,INTRO ADVANCED MANUF TECHNOLOG,ENGR 1300,ENGR PROCESSES,1.0
CHINA,Nanjing Univ. of Sci. & Tech.,TECH 2,METAL TECH PRACTICE,ENGR 1300,ENGR PROCESSES,1.0
CHINA,Shanghai Maritime University,ENGR 10,METALWORKING PRACTICE,ENGR 1300,ENGR PROCESSES,2.0
CHINA,Univ. Elec Sci & Tech of China,ENGR 16,FUND ENGINEERING TRAINING,ENGR 1300,ENGR PROCESSES,1.0
CHINA,Wuhan University,ENGR 6,ELEC AND ELECTRON TECH BASIS C,ENGR 1300,ENGR PROCESSES,1.0
CHINA,Zhejiang Gongshang Univ.,ENGR 6,PRACT OF MECHANICAL WORKSHOP,ENGR 1300,ENGR PROCESSES,1.0
California,City Coll San Frnsco,ENGN 20L,INTRO TO CIRCUIT ANALY-LAB,ENGR 1300,ENGR PROCESSES,1.0
Connecticut,Housatonic Community College,MFT E102,MANUFACTURING PROCESS,ENGR 1300,ENGR PROCESSES,1.0
Florida,Embry-Riddle Aero Un,ME 208,MANUFACTURING LABORAORY,ENGR 1300,ENGR PROCESSES,1.0
INDIA,Sri Sai Ram Engr. College,GE 1103,ENGINEERING PRACTICE LAB,ENGR 1300,ENGR PROCESSES,1.0
New Jersey,Burlington Co Coll,EGR 103,FUNDAMENTALS OF ENGR DESIGN,ENGR 1300,ENGR PROCESSES,1.0
New Jersey,County Coll Morris,MEC 117,MECHANICAL PROTOTYPING,ENGR 1300,ENGR PROCESSES,1.0
New Jersey,Passaic Co Cmty Coll,ES 206,ENGINEERING MECHANICS I,ENGR 1300,ENGR PROCESSES,1.0
New Jersey,Stevens Inst of Technolgy,E 344,MATERIALS PROCESSING,ENGR 1300,ENGR PROCESSES,1.0
New Jersey,Union County College,"METL 106
AND MET 106","ENGR MATERL & PROCESS LAB
AND ENGR MATERL & PROCESS","ENGR 1300
AND ENGR 1000","ENGR PROCESSES
AND GENERAL ENGINEERING ELECTIVE","1.0
AND 2.0"
New York,Alfred University,EGR 111,INTRO TO ENGINEERING,"ENGR 1300
AND ENGR 1000","ENGR PROCESSES
AND GENERAL ENGINEERING ELECTIVE","1.0
AND 1.0"
New York,Alfred University,ENGR 101,INTRODUCTION TO ENGINEERING,"ENGR 1300
AND ENGR 1000","ENGR PROCESSES
AND GENERAL ENGINEERING ELECTIVE","1.0
AND 1.0"
New York,Corning Cmty Coll,ABOD 1020,WELDING AND CUTTING,ENGR 1300,ENGR PROCESSES,1.0
New York,Corning Cmty Coll,TECH 1080,MANUFACTURING METHODS LAB,ENGR 1300,ENGR PROCESSES,1.0
New York,Dutchess Cmty Coll,ELT 122,MANUF TOOLS AND PRACTICES,ENGR 1300,ENGR PROCESSES,1.0
New York,Hudson Vly Cmty Coll,IDLT 110,MACHINING PROCESSES,ENGR 1300,ENGR PROCESSES,1.0
New York,Mohawk Valley C C,MT 114,MANUFACTURING PROCESSES,ENGR 1300,ENGR PROCESSES,1.0
New York,Monroe Cmty College,ENR 153,MACH DESIGN & PROTOTYPING,"ENGR 2720
AND ENGR 1300","COMPUTER AIDED MACHINING
AND ENGR PROCESSES","4.0
AND 1.0"
New York,New York City Tech C,MECH 1101,MFG PROCESS LAB,ENGR 1300,ENGR PROCESSES,1.0
New York,Onondaga Cmty Coll,MET 151,MACHINE TOOLS,ENGR 1300,ENGR PROCESSES,1.0
New York,Rochester Inst of Technology,0303 343,MATERIALS PROCESSING,ENGR 1300,ENGR PROCESSES,1.0
New York,Rochester Inst of Technology,0304 331,MECHANICS I,ENGR 1300,ENGR PROCESSES,1.0
New York,Rochester Inst of Technology,0304 343,MATERIALS PROCESSING,ENGR 1300,ENGR PROCESSES,1.0
New York,Rochester Inst of Technology,MFET 120,MANUFACTURING PROCESSES,ENGR 1300,ENGR PROCESSES,1.0
New York,SUNY Maritime Coll,ENGR 503,MANUFACTURING PROCESSES I,ENGR 1300,ENGR PROCESSES,1.0
New York,Suny Coll Tech Alfrd,"MECH 1643
AND MECH 1641","MANUFACTURING PROCESSES
AND MANUFACTURING PROC LAB",ENGR 1300,ENGR PROCESSES,1.0
New York,Syracuse University,MFE 331,MANUFACTURING PROCESSES,ENGR 1300,ENGR PROCESSES,1.0
New York,US Merch Marine Acad,EC 110,MACHINE SHOP 1,ENGR 1300,ENGR PROCESSES,1.0
New York,US Merch Marine Acad,EG 211,ENGINEERING SHOP 2,ENGR 1300,ENGR PROCESSES,1.0
New York,Ulster Co Cmty Coll,IND 141,MACHINING & PRODUCTION I,ENGR 1300,ENGR PROCESSES,1.0
New York,Westchester Cmty Col,MECH 289,MANUFACTURING PROCESS,ENGR 1300,ENGR PROCESSES,1.0
Ohio,Cleveland State Univ,IME 251,MATL PROCESS/METROLOGY LAB,ENGR 1300,ENGR PROCESSES,1.0
Pennsylvania,Drexel University,"TDEC 151
AND TDEC 131","FRESHMAN ENGR DESIGN II
AND ENGINEERING DESIGN LAB II",ENGR 1300,ENGR PROCESSES,1.0
Tennessee,Pellissippi State Comm.Coll.,MET 1020,SHOP PRACTICES,ENGR 1300,ENGR PROCESSES,1.0
UNITED KINGDOM,University of Bath,ME 10006,DESIGN MATERIALS & MANUF I,ENGR 1300,ENGR PROCESSES,1.0
Vermont,Vermont Tech College,MEC 1020,MANUFACT PROCESS,ENGR 1300,ENGR PROCESSES,1.0
Virginia,Virginia Tech,ISE 2214,MANFACTURING PROCESSES LAB,ENGR 1300,ENGR PROCESSES,1.0
