School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
California,Thomas Aquinas Coll,SEM 3 B,SEMINAR III: EARLY MOD PHIL/LI,LITR 4000,LITERATURE ELECTIVE,4.0
Colorado,Regis University,EN 423,THEMATIC STUDIES IN AMER LIT,LITR 4000,LITERATURE ELECTIVE,3.0
Connecticut,University of Hartford,ENG 360,CHAUCER,LITR 4000,LITERATURE ELECTIVE,3.0
Delaware,Wesley College,EN 355,AMERICAN REALISM,LITR 4000,LITERATURE ELECTIVE,3.0
Delaware,Wesley College,EN 415A,SPEC TOPIC WOMEN WRITERS,LITR 4000,LITERATURE ELECTIVE,3.0
Florida,Florida Atlantic Unv,ENL 4273,20TH CENTURY BRITISH LIT,LITR 4000,LITERATURE ELECTIVE,3.0
Florida,Florida Atlantic Unv,ENL 4311,CHAUCER,LITR 4000,LITERATURE ELECTIVE,3.0
Illinois,Univ Illinois Urbana,RLST 251,VIKING MYTHOLOGY,LITR 4000,LITERATURE ELECTIVE,3.0
Indiana,Univ Of Notre Dame,CLAS 450,GREEK ROM MYTHOL I,LITR 4000,LITERATURE ELECTIVE,3.0
Maine,University Maine,HTY 433,GREEK & ROMAN MYTHOLOGY,LITR 4000,LITERATURE ELECTIVE,3.0
Massachusetts,Univ Mass at Amherst,COMP-LIT 381,SLFRE AVANT-GRD FILM,LITR 4000,LITERATURE ELECTIVE,3.0
Massachusetts,Univ Mass at Amherst,FRENCHST 350,FRENCH FILM,LITR 4000,LITERATURE ELECTIVE,3.0
New Jersey,Ramapo College of New Jersey,LITR 368,ITALIAN RENAISSANCE STUDY,LITR 4000,LITERATURE ELECTIVE,4.0
New Jersey,Rutgers Univ. New Brunswick,350 322,ROMANTIC PERIOD,LITR 4000,LITERATURE ELECTIVE,3.0
New Jersey,Rutgers Univ. New Brunswick,350 334,BIBLE AS LITERATURE,LITR 4000,LITERATURE ELECTIVE,3.0
New Jersey,Rutgers Univ. New Brunswick,350 349,ENG DRAMA TO 1642,LITR 4000,LITERATURE ELECTIVE,3.0
New Jersey,Rutgers Univ. New Brunswick,352 391,ST-DOUBLESPEAK,LITR 4000,LITERATURE ELECTIVE,3.0
New Jersey,Rutgers Univ. New Brunswick,352 392,ST-NATIVE AMER LIT,LITR 4000,LITERATURE ELECTIVE,3.0
New Jersey,Rutgers Univ. New Brunswick,354 350,MAJOR FILMMAKERS,LITR 4000,LITERATURE ELECTIVE,3.0
New York,Bard College,LIT 280,THE HEROIC AGE,LITR 4000,LITERATURE ELECTIVE,4.0
