School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
Arizona,Northern Arizona Univ,ART 150,TWO-DIMEN DESIGN FUNDAMENTALS,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
California,East Los Angeles Col,ART 501,BEG TWO-DIM DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
Georgia,Art Institute Atlnta,ART 122,2-D DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,4.0
Illinois,School Art Inst Chgo,FIRYR 1001,2-D STUDIO,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
Michigan,Adrian College,ART 101,TWO-DIMENSIONAL DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
New Jersey,County Coll Morris,ART 130,TWO DIMENSIONAL DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
New Jersey,Ocean Co College,ARTS 184,TWO-DIMENSIONAL DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
New York,Broome Cmty Coll,ART 105,INTRO TWO DIMENSIONAL DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
New York,College of Saint Rose,ART 230,COMPUTER GRAPHICS,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
New York,SUNY Binghamton,ARTS 210,GRAPHIC DESIGN I,ARTS 2220,2 DIMENSIONAL DESIGN,4.0
New York,Sage Jr Coll Albany,ART J106,TWO-DIMENSIONAL DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
New York,Suffolk Co Cc Rivrhd,ART 130,2D DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
Texas,Texas A&M University,ARTS 103,DESIGN I,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
Vermont,Comm Coll Of Vermont,ART 1060,2-DIMENSION DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,3.0
Washington,Shoreline Cmty Coll,ART 109,DESIGN,ARTS 2220,FUNDAMENTALS OF 2D DESIGN,4.0
