School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
BRAZIL,Universidade de Fortaleza,T 597,GEOLOGY APPLIED TO ENGR,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,4.0
Maine,Univ Southern Maine,GEY 205,WATER RESOURCES:SCIENCE & ISS,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,3.0
Maine,University Maine,SMS 100,INTRO TO OCEAN SCIENCE,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,3.0
Maryland,U. of  Maryland College Park,ADSC 401,CLMT DYN EARTH SYS SCI,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,3.0
Maryland,U. of  Maryland College Park,AOSC 375,INTRO TO THE BLUE OCEAN,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,3.0
New York,Hudson Vly Cmty Coll,NSCI 250,HONORS NATURAL SCIENCE,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,4.0
New York,Skidmore College,GE 301,HYDROGEOLOGIC SYSTEMS,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,4.0
New York,Union College NY,GEO 204,GEOGRAPHIC INFO SYSTEM W/LAB,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,3.0
New York,Utica Col Syracuse U,GOL 323,HYDROLOGY AND SOCIETY,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,3.0
South Carolina,Univ South Carolina,MSCI 102,OCEANOGRAPHY II,ERTH 2000,EARTH & ENV. SCIENCE ELECTIVE,4.0
