School Location,School Name,School id(s),School Course(s),RPI Equiv id(s),RPI Equiv Courses(s),RPI Equiv Credits(s)
AUSTRALIA,University of Sydney,CHEM 1101,CHEMISTRY 1A,CHEM 1100,CHEMISTRY I,4.0
Alabama,Univ Alabama Tuscaloosa,CH 101,GENERAL CHEMISTRY W/LAB,CHEM 1100,CHEMISTRY I,4.0
Alabama,Univ Of Montevallo,CHEM 121,GENERAL CHEMISTRY I,CHEM 1100,CHEMISTRY I,4.0
Alaska,Univ. of Alaska Anchorage,"CHEM A103L
AND CHEM A103","SURVEY OF CHEMISTRY LAB
AND SURVEY OF CHEMISTRY",CHEM 1100,CHEMISTRY I,4.0
Alaska,Univ. of Alaska Anchorage,"CHEM A105L
AND CHEM A105","GENERAL CHEMISTRY I LAB
AND GENERAL CHEMISTRY I",CHEM 1100,CHEMISTRY I,4.0
Arizona,Arizona State University Tempe,CHM 113,GENERAL CHEMISTRY I,CHEM 1100,CHEMISTRY I,4.0
Arizona,Gateway Cmty Coll,CHE 121,GENERAL CHEMISTRY I,CHEM 1100,CHEMISTRY I,4.0
Arizona,Northern Arizona Univ,CHM 151,GENERAL CHEMISTRY I,CHEM 1100,CHEMISTRY I,4.0
Arizona,Northern Arizona Univ,"CHM 151L
AND CHM 151","GENERAL CHEMISTRY I LAB
AND GENERAL CHEMISTRY I",CHEM 1100,CHEMISTRY I,4.0
Arizona,University of Arizona,CHEM 151,GENERAL CHEMISTRY I,CHEM 1100,CHEMISTRY I,4.0
Arizona,Yavapai College,CHM 151,GENERAL CHEMISTRY I,CHEM 1100,CHEMISTRY I,4.0
Arkansas,Arkansas Tech Univ,"CHEM 2120
AND CHEM 2124","GENERAL CHEMISTRY I LAB
AND GENERAL CHEMISTRY I",CHEM 1100,CHEMISTRY I,4.0
BANGLADESH,American Int'l Univ.Bangledesh,"CHEM 1101L
AND CHEM 1101","CHEMISTRY LAB
AND CHEMISTRY",CHEM 1100,CHEMISTRY I,4.0
BELARUS,Belarussian Nat'l Tech. Univ.,BEL 13,CHEMISTRY,CHEM 1100,CHEMISTRY I,4.0
BRAZIL,Escola de Engenharia,CHEM 1,CHEMISTRY,CHEM 1100,CHEMISTRY I,4.0
